keyword,page,position,id,type,name,brand,averageRating,shortDescription,thumbnailUrl,price,currencyUnit
smartphone,1,13,2W631YFB34HL,Cell Phones,"Total Wireless Samsung Galaxy A15, 64GB, 5G, Black - Prepaid Smartphone [Locked to Total Wireless]",Samsung,4.2,"Awesome belongs to anyone with the Total Wireless Samsung Galaxy A15 5G. Built with all the essential features, the Total Wireless Samsung Galaxy A15 5G makes it easier to embrace cutting-edge innovation while providing unmatched value. Immerse yourself in your favorite content with Samsung TV Plus, showcased in crisp clarity on a bright display. Capture and cherish precious moments spent with friends and family using a triple-lens camera system and never worry about running out of space with expandable storage.* Power through your day with a reliable battery that charges at lightning speed with Super Fast Charging. Plus, with Samsung Wallet and four years of software updates included, you can trust that your A15 5G can support your every need. Experience the awesomeness in every day with the Total Wireless Samsung Galaxy A15 5G where innovation meets accessibility. Pair this phone with a no-contract Unlimited data, talk & text plan from Total Wireless, starting at $40/mo.* where the price you see is what you get, taxes & fees included. Switch to Total Wireless and we've got your back on the Verizon 5G** network. Plus, save today with your plan price guaranteed for 5 years***. Now that's different.",https://i5.walmartimages.com/seo/Total-Wireless-Samsung-Galaxy-A15-64GB-5G-Black-Prepaid-Smartphone-Locked-to-Total-Wireless_b8d27fc1-439d-4079-8d22-c9431a88ae6d.c23095d0ea8df7ac186fa8513c020af8.jpeg,39.88,USD
smartphone,1,10,469PYA0FE4SN,Cell Phones,"Boost Mobile Summit 5G, 64GB, Blue - Prepaid Smartphone",Boost Mobile,4.1,"Get ready to scale new heights in budget-friendly connectivity with the SummitTM 5G. Boasting lightning-fast 5G speeds, a sleek design, and a vibrant 6.6"" display, the SummitTM 5G redefines what's possible in affordable smartphones. Capture every moment with precision using its dual main cameras - a 13MP autofocus lens paired with a 2MP depth sensor, along with a crisp 5MP front camera. Powered by a robust 5000mAh battery and included charging block keeps you connected all day long, ensuring you never miss a beat. Whether you're streaming seamlessly or downloading at lightning speed, the SummitTM 5G ensures you're always at the top of your game. SummitTM 5G delivers next-gen mobile connectivity at an affordable price.",https://i5.walmartimages.com/seo/Boost-Mobile-Summit-5G-64GB-Blue-Prepaid-Smartphone_a89c138e-9d1c-4916-a030-02bc0a6e8064.64be5ce395df7eb67e6a40769cd3e145.jpeg,34.88,USD
smartphone,2,14,5V4IDERTN746,Cell Phones,"Total Wireless HMD Vibe, 64GB, CDMA LTE, Black - Prepaid Smartphone [Locked to Total Wireless]",HMD,4.4,"If you're in the market for a budget smartphone, look no further than the amazingly advanced, remarkably innovative HMD Vibe from Total Wireless. It's the best bang for your buck. You'll take fantastic photos on the HMD Vibe. Dive a little deeper to find a 13MP rear camera and 5MP selfie cam equipped with AI, HDR, portrait mode and enjoy other features so advanced, we can't even pronounce them all. Always running multiple apps at once? The HMD Vibe's Qualcomm SD680 Octa Core processor is equipped with 3GB of RAM and up to 3GB of additional virtual memory 1 , making you a multi-tasking superhero who always gets the job done. And trust us when we say, there's nothing budget about this battery. The HMD Vibe's 4000mAh battery gives you up to 2 days of battery life2 perfect for staying connected on the network America relies on with speed, hotspot capability, international calling and exclusive discounts. Pair this phone with a no-contract Unlimited data, talk & text plan from Total Wireless, starting at $40/mo.* where the price you see is what you get, taxes & fees included. Switch to Total Wireless and we've got your back on the Verizon network. Plus, save today with your plan price guaranteed for 5 years**. Now that's different.",https://i5.walmartimages.com/seo/Total-Wireless-HMD-Vibe-64GB-CDMA-LTE-Black-Prepaid-Smartphone-Locked-to-Total-Wireless_504d98eb-4703-43d3-ba29-3763c6526d4b.51f26bc3a78b6db578bc16b4f6a53456.jpeg,29.88,USD
smartphone,1,20,46EA45ITVFQ9,Cell Phones,"Straight Talk TCL K24, 32GB, Gray - Prepaid Smartphone [Locked to Straight Talk]",TCL,3.9,"Sleek & stylish meets functional & convenient with the TCL K24 from Straight Talk. With a premium matte finish and 6.56-in. HD+ NXTVISION display, this modern smartphone will surely impress. Now, let's take a look on the inside. Featuring two cameras in one lens, the 8MP rear hybrid camera takes high-quality photos & video, while the 2MP front selfie cam will capture your best pose. Add a 4000mAh battery with Smart Manager and Battery Saver modes, and you'll be talking, texting, surfing and enjoying life for longer between charges. And with a reliable 5G network, you'll stay connected with speed, hotspot capability, international calling and enjoy exclusive discounts. Turn heads and tackle your to-do list with the TCL K24 from Straight Talk. Get Unlimited data, talk & text plans from Straight Talk starting at just $35/mo. for a single line. Shop for the TCL K24 and your next Straight Talk plan today.",https://i5.walmartimages.com/seo/Straight-Talk-TCL-K24-32GB-Gray-Prepaid-Smartphone-Locked-to-Straight-Talk_3e2a71c0-06ac-4504-9466-9a1aed801c2a.da1f660708e51caba4f19bd7e870a862.jpeg,29.88,USD
smartphone,1,8,2TWWMK0RECBB,Cell Phones,"Straight Talk Motorola Razr 2024, 5G, 256GB, Gray - Prepaid Smartphone [Locked to Straight Talk]",Motorola,4.3,"To flip, or not to flip? Do both with the motorola razr from Straight talk, and navigate through life faster than ever. With the fully-functional 3.6-in. external display, view calls, answer texts, and capture stunning pictures & video on your 50MP camera system all without flipping open your phone. Next, flip it open and be astonished by an ultra-wide, beautifully immersive 6.9-in. pOLED screen backed by the multidimensional sound of Dolby Atmos . Think this amazing tech will eat up your battery? Not a chance, the motorola razr's 4200mAh battery will last a full day and night on a single charge. And do everything you love on the network America relies on with speed, hotspot capability, international calling and exclusive discounts. Ready to flip the script with the motorola razr from Straight Talk? Switch to a no-contract plan with unlimited talk & text, plus 10GB of high-speed data starting at only $35/month for a single line. To activate this device, a Straight Talk Wireless plan is required. Shop for the motorola razr online or at your local Walmart.",https://i5.walmartimages.com/seo/Straight-Talk-Motorola-Razr-2024-5G-256GB-Gray-Prepaid-Smartphone-Locked-to-Straight-Talk_d08769e6-07d1-405e-be1d-a3177690503c.5101d94f8c7f61cac6896a5a5592e375.jpeg,199.0,USD
smartphone,2,2,5QC3O8JPEZ8O,Cell Phones,"Walmart Family Mobile Motorola moto g 2025, 5G, 64GB,Blue - Prepaid Smartphone [Locked to Walmart Family Mobile]",Motorola,4.8,"Whether you're watching a movie or capturing the moment, your stories matter. Make the most of them with the Motorola moto g 2025 from Walmart Family Mobile. Experience cinematic entertainment on a super-bright 6.7"" 120Hz display 1 backed by powerful stereo speakers with Bass Boost. Capture sharper photos and videos day or night with a 50MP 2 Quad Pixel camera system. Enjoy superfast 5G performance thanks to a fast processor and RAM Boost. Work and play all day with a 5000mAh battery, then get hours of power in just minutes with TurboPower charging. 3,4 All this wrapped in a stylish yet durable vegan leather design with 64GB Built-In Ultrafast Storage 6 , so there's always room for your stories. With Walmart Family Mobile, your family will stay connected no matter what with our non-stop nationwide 5G network coverage. Plus enjoy freedom from mystery fees and contracts to keep your family connected for less with Unlimited talk and text plans starting at just $19.88/month for a single line.",https://i5.walmartimages.com/seo/Walmart-Family-Mobile-Motorola-Moto-g-2025-5G-64GB-Blue-Prepaid-Smartphone-Locked-to-Walmart-Family-Mobile_8c923957-407f-4458-921b-68e810e8fd68.63ab54dd719e848fd0247994fbe7d039.jpeg,59.88,USD
smartphone,1,5,4BA2KDZRG1MQ,Cell Phones,"Straight Talk Motorola moto g 2025, 5G, 64GB, Blue - Prepaid Smartphone [Locked to Straight Talk]",Motorola,4.2,"Whether you're watching a movie or capturing the moment, your stories matter. Make the most of them with the Motorola moto g 2025 from Straight Talk. Experience cinematic entertainment on a super-bright 6.7"" 120Hz display 1 backed by powerful stereo speakers with Bass Boost. Capture sharper photos and videos day or night with a 50MP 2 Quad Pixel camera system. Enjoy superfast 5G performance thanks to a fast processor and RAM Boost. Work and play all day with a 5000mAh battery, then get hours of power in just minutes with TurboPower charging. 3,4 All this wrapped in a stylish yet durable vegan leather design with 64GB Built-In Ultrafast Storage 6 , so there's always room for your stories. Plus, with Straight Talk's 5G coverage on the network America relies on and no contract plans you can always keep up with those who matter the most. Pair this device with a premium wireless experience without the premium price tag or costly long-term contracts and get unlimited talk & text plans from Straight Talk that start at just $35/mo for a single line. Enjoy special perks like hotspot capability, international long-distance calling, and exclusive discounts. Shop for the Straight Talk Motorola moto g 2025 online at Walmart.com or at your local Walmart.",https://i5.walmartimages.com/seo/Straight-Talk-Motorola-Moto-g-2025-5G-64GB-Blue-Prepaid-Smartphone-Locked-to-Straight-Talk_8c923957-407f-4458-921b-68e810e8fd68.63ab54dd719e848fd0247994fbe7d039.jpeg,39.88,USD
smartphone,1,1,30W9D66YHU4K,Cell Phones,"Straight Talk Samsung Galaxy A15, 64GB, 5G, Black - Prepaid Smartphone [Locked to Straight Talk]",Samsung,4.4,"Awesome belongs to anyone with the Straight Talk Samsung Galaxy A15 5G. Built with all the essential features, the Straight Talk Samsung Galaxy A15 5G makes it easier to embrace cutting-edge innovation while providing unmatched value. Immerse yourself in your favorite content with Samsung TV Plus, showcased in crisp clarity on a bright display. Capture and cherish precious moments spent with friends and family using a triple-lens camera system and never worry about running out of space with expandable storage.* Power through your day with a reliable battery that charges at lightning speed with Super Fast Charging. Plus, with Samsung Wallet and four years of software updates included, you can trust that your A15 5G can support your every need. Experience the awesomeness in every day with the Straight Talk Samsung Galaxy A15 5G where innovation meets accessibility. Plus, with Straight Talk's 5G coverage on the network America relies on and no contract plans you can always keep up with those who matter the most. Pair this device with a premium wireless experience without the premium price tag or costly long-term contracts and get unlimited talk & text plans from Straight Talk that start at just $35/mo for a single line. Enjoy special perks like hotspot capability, international long-distance calling, and exclusive discounts. Shop for the Straight Talk Samsung Galaxy A16 5G online at Walmart.com or at your local Walmart.",https://i5.walmartimages.com/seo/Straight-Talk-Samsung-Galaxy-A15-64GB-5G-Black-Prepaid-Smartphone-Locked-to-Straight-Talk_b8d27fc1-439d-4079-8d22-c9431a88ae6d.c23095d0ea8df7ac186fa8513c020af8.jpeg,39.88,USD
refrigerator,1,42,2EY6HTOLBVVS,Refrigerators,"Auseo 3.1 Cu.Ft Mini Fridge 2 Door, Small Fridge 115 Volt/60 Hz, Low Noise Mini Refrigerator with Adjustable Temperature, Removable Shelves, Suitable for Home/Kitchen/Office/Dorm/Apt-Black",Auseo,4.5,"Auseo's compact refrigerator keeps you cool at all times. Dormitory, office lounge, RV, bar, a variety of scene options, it can be perfectly integrated into any corner of your room. This refrigerator is full of fashion sense and trendy design, which can not only protect and store food, but also be more efficient and affordable. Auseo refrigerator is a double-door design, with a refrigerating room and a freezing room. Small in size, but large in internal space. It is also equipped with shelves, where you can place food in layers and clean the inside of the refrigerator. Taking out the shelf also expands the interior space. Ice cubes or ice cream can be put in the freezer above. The refrigerator below can store some fruits and vegetables. Product features: Color: Black Capacity: 3.1 cubic meters. foot Rated voltage: 115V 60Hz Decibel: 37db Size: 19.37 inches *18.31 inches *32.28 inches (Length * Width * Height)",https://i5.walmartimages.com/seo/Auseo-3-1-Cu-Ft-Mini-Fridge-2-Door-Small-Fridge-115-Volt-60-Hz-Low-Noise-Mini-Refrigerator-Adjustable-Temperature-Removable-Shelves-Suitable-Home-Kit_cbd1d260-7e58-41a2-ad2f-4a4b01d771d3.1bd3acd48b0f7adfe47fbe50bfde7c64.jpeg,114.99,USD
smartphone,1,7,24CIOH8UPELL,Cell Phones,"Tracfone Blu View 5 Pro, 64GB, Black - Prepaid Smartphone [Locked to Tracfone]",BLU,3.6,"Want to know what it feels like to go pro? Get the Blu View 5 PRO from Tracfone and let's find out. PRO MEANS FAST: With 4GB of RAM and a Mediatek Helio G36 processor, you get quick loading, speedy scrolling, and the agility you need to dominate your gaming competition. PRO MEANS SPECTACULAR: Capture photos with a 50MP triple main camera and 8MP selfie camera, plus shoot video at 30 frames per second (just like the pros use). PRO MEANS POWER: Your 5050mAh battery will last for days, all on the Network America relies on, with speed, hotspot capability, international calling and exclusive discounts. Plus, every Tracfone plan comes with Unlimited Carryover , so you keep unused monthly data, texts or minutes for when you need them most*. Rise to every occasion with the Blu View 5 Pro from Tracfone. Get an unlimited talk & text single-line plan starting at only $15/month with no contract. To activate this device, a Tracfone plan is required. Shop for the Blu View 5 PRO online today.",https://i5.walmartimages.com/seo/Tracfone-Blu-View-5-Pro-64GB-Black-Prepaid-Smartphone-Locked-to-Tracfone_97ef9acc-15f0-494e-a29b-16ee4546c07a.dd6c7342250406c7fe3c00b565203b4e.jpeg,29.88,USD
